Core-index,JLPT,vocab-kanji,vocab-hirigana,vocab-romanji,vocab-meaning,vocab-pos
2540,JLPT2,出場,しゅつじょう,,participation,Verbal Noun
2541,JLPT0,仮に,かりに,,"supposing that, even if",Adverb
2542,JLPT2,近代,きんだい,,modern times,Noun
2543,JLPT2,講師,こうし,,"speaker, lecturer",Noun
2544,JLPT1,視点,してん,,viewpoint,Noun
2545,JLPT2,症状,しょうじょう,,symptom,Noun
2546,JLPT2,前進,ぜんしん,,advancement,Verbal Noun
2547,JLPT2,以後,いご,,"from now on, after that",Noun
2548,JLPT2,行列,ぎょうれつ,,"queue, line",Verbal Noun
2549,JLPT2,劇,げき,,"drama, play",Noun
2550,JLPT2,解釈,かいしゃく,,"interpretation, explanation",Verbal Noun
2551,JLPT2,騒ぎ,さわぎ,,"clamor, commotion",Noun
2552,JLPT2,主役,しゅやく,,"leading part, starring role",Noun
2553,JLPT2,笑顔,えがお,,"smiling face, smile",Noun
2554,JLPT2,影,かげ,,"shadow, shade",Noun
2555,JLPT2,局,きょく,,"bureau, public service office",Noun
2556,JLPT1,極端,きょくたん,,extreme,Adjectival Noun
2557,JLPT2,警告,けいこく,,"warning, admonition",Verbal Noun
2558,JLPT2,劇場,げきじょう,,theater,Noun
2559,JLPT0,原子力,げんしりょく,,"atomic energy, nuclear power",Noun
2560,JLPT1,殺人,さつじん,,"murder, homicide",Noun
2561,JLPT2,図,ず,,"figure, map",Noun
2562,JLPT1,演じる,えんじる,,"perform, play",Verb
2563,JLPT2,解説,かいせつ,,"explanation, commentary",Verbal Noun
2564,JLPT2,重なる,かさなる,,"be piled up, come one after another",Verb
2565,JLPT2,高級,こうきゅう,,"high rank, high class",Adjectival Noun
2566,JLPT2,差別,さべつ,,discrimination,Verbal Noun
2567,JLPT2,一昨年,いっさくねん,,the year before last,Noun
2568,JLPT0,教員,きょういん,,"teacher, teaching staff",Noun
2569,JLPT0,裁判所,さいばんしょ,,courthouse,Noun
2570,JLPT1,所属,しょぞく,,"belonging, attachment",Verbal Noun
2571,JLPT2,汗,あせ,,sweat,Noun
2572,JLPT0,生み出す,うみだす,,"generate, produce",Verb
2573,JLPT2,雑音,ざつおん,,"noise, interference",Noun
2574,JLPT2,辺り,あたり,,"vicinity, around",Noun
2575,JLPT2,稼ぐ,かせぐ,,"earn, make money",Verb
2576,JLPT2,検査,けんさ,,"inspection, examination",Verbal Noun
2577,JLPT1,栽培,さいばい,,"cultivation, raising",Verbal Noun
2578,JLPT1,受け止める,うけとめる,,"catch, receive",Verb
2579,JLPT1,俺,おれ,,"I, me",Noun
2580,JLPT0,科学者,かがくしゃ,,scientist,Noun
2581,JLPT2,火災,かさい,,"fire, conflagration",Noun
2582,JLPT1,根拠,こんきょ,,"grounds, basis",Noun
2583,JLPT2,解散,かいさん,,"breakup, dissolution",Verbal Noun
2584,JLPT0,海水,かいすい,,seawater,Noun
2585,JLPT3,具合,ぐあい,,"condition, health",Noun
2586,JLPT2,勝負,しょうぶ,,match,Verbal Noun
2587,JLPT2,意外,いがい,,"unexpected, unforeseen",Adjectival Noun
2588,JLPT2,区域,くいき,,zone,Noun
2589,JLPT2,幸い,さいわい,,"happiness, good fortune",Adjectival Noun
2590,JLPT1,誤る,あやまる,,make a mistake,Verb
2591,JLPT2,飼う,かう,,"raise, keep",Verb
2592,JLPT2,学会,がっかい,,"academic association, academic conference",Noun
2593,JLPT2,事務,じむ,,"office duty, clerical work",Noun
2594,JLPT2,人工,じんこう,,artificial,Noun
2595,JLPT2,接近,せっきん,,"approach, proximity",Verbal Noun
2596,JLPT0,経済的,けいざいてき,,"economical, economic",Adjective
2597,JLPT2,印刷,いんさつ,,printing,Verbal Noun
2598,JLPT1,遅れ,おくれ,,"delay, being late",Noun
2599,JLPT2,輝く,かがやく,,"shine brilliantly, glitter",Verb
2600,JLPT2,好む,このむ,,"like, be fond of",Verb
2601,JLPT2,順,じゅん,,"order, sequence",Noun
2602,JLPT2,シーズン,シーズン,,season,Noun
2603,JLPT2,重大,じゅうだい,,"important, serious",Adjective
2604,JLPT2,重量,じゅうりょう,,weight,Noun
2605,JLPT0,生き方,いきかた,,"way of life, lifestyle",Noun
2606,JLPT2,王,おう,,king,Noun
2607,JLPT1,構える,かまえる,,set up (shop),Verb
2608,JLPT2,傷,きず,,"wound, scar",Noun
2609,JLPT1,禁じる,きんじる,,"prohibit, forbid",Verb
2610,JLPT2,血液,けつえき,,blood,Noun
2611,JLPT3,済む,すむ,,"be settled, complete",Verb
2612,JLPT2,絶対,ぜったい,,absolutely,Adverb
2613,JLPT2,アイデア,アイデア,,idea,Noun
2614,JLPT4,一緒,いっしょ,,together,Verbal Noun
2615,JLPT1,外貨,がいか,,foreign currency,Noun
2616,JLPT2,香り,かおり,,"perfume, fragrance",Noun
2617,JLPT0,最小,さいしょう,,"the smallest, minimum",Noun
2618,JLPT2,補う,おぎなう,,"supplement, replenish",Verb
2619,JLPT2,角度,かくど,,angle,Noun
2620,JLPT2,火山,かざん,,volcano,Noun
2621,JLPT3,公務員,こうむいん,,"public officer, government worker",Noun
2622,JLPT2,意義,いぎ,,"meaning, significance",Noun
2623,JLPT2,解放,かいほう,,"release, setting free",Verbal Noun
2624,JLPT1,賭ける,かける,,"bet, stake",Verb
2625,JLPT0,国々,くにぐに,,"nations, countries",Noun
2626,JLPT0,最適,さいてき,,optimum,Adjectival Noun
2627,JLPT2,実力,じつりょく,,"real ability, capability",Noun
2628,JLPT1,生涯,しょうがい,,"for life, lifetime",Noun
2629,JLPT2,診断,しんだん,,diagnosis,Verbal Noun
2630,JLPT1,いかにも,いかにも,,"indeed, as if",Adverb
2631,JLPT1,一見,いっけん,,at a glance,Adverb
2632,JLPT1,柔軟,じゅうなん,,"pliable, flexible",Adjective
2633,JLPT1,活発,かっぱつ,,"lively, active",Adjectival Noun
2634,JLPT1,合成,ごうせい,,"composition, synthesis",Verbal Noun
2635,JLPT2,財産,ざいさん,,"fortune, asset",Noun
2636,JLPT2,児童,じどう,,"child, juvenile",Noun
2637,JLPT2,全身,ぜんしん,,the whole body,Noun
2638,JLPT2,当てる,あてる,,"guess, hit the jackpot",Verb
2639,JLPT2,いきなり,いきなり,,"all of a sudden, without warning",Adverb
2640,JLPT2,映る,うつる,,"be reflected, appear",Verb
2641,JLPT2,改めて,あらためて,,once again,Adverb
2642,JLPT2,気付く,きづく,,"notice, become aware of",Verb
2643,JLPT2,私立,しりつ,,private,Noun
2644,JLPT1,真相,しんそう,,the truth,Noun
2645,JLPT3,背中,せなか,,back,Noun
2646,JLPT2,一流,いちりゅう,,"top-ranked, world-class",Noun
2647,JLPT3,祈る,いのる,,"pray, wish for",Verb
2648,JLPT1,勝手,かって,,"selfish, self-centered",Adjective
2649,JLPT2,崩す,くずす,,"destroy, break",Verb
2650,JLPT2,経由,けいゆ,,"via, through",Verbal Noun
2651,JLPT0,先に,さきに,,"before, ahead",Adverb
2652,JLPT1,主体,しゅたい,,"agent, main constituent",Noun
2653,JLPT1,主題,しゅだい,,"subject, theme",Noun
2654,JLPT2,商店,しょうてん,,"shop, store",Noun
2655,JLPT2,いつまでも,いつまでも,,forever,Adverb
2656,JLPT2,撃つ,うつ,,"fire, shoot",Verb
2657,JLPT2,画家,がか,,"artist, painter",Noun
2658,JLPT2,嫌う,きらう,,dislike,Verb
2659,JLPT2,苦しむ,くるしむ,,"suffer, be troubled",Verb
2660,JLPT0,国外,こくがい,,"abroad, outside the country",Noun
2661,JLPT3,しっかり,しっかり,,"mature, reliable",Adverb
2662,JLPT2,味わう,あじわう,,"taste, appreciate",Verb
2663,JLPT2,官庁,かんちょう,,government office,Noun
2664,JLPT2,期限,きげん,,"time limit, term",Noun
2665,JLPT2,気体,きたい,,"gas, vapor",Noun
2666,JLPT2,句,く,,"phrase, clause",Noun
2667,JLPT2,新鮮,しんせん,,fresh,Adjective
2668,JLPT0,前回,ぜんかい,,last time,Noun
2669,JLPT1,沿岸,えんがん,,"coast, shore",Noun
2670,JLPT2,覚悟,かくご,,"readiness, resolution",Noun
2671,JLPT2,幸福,こうふく,,"happiness, good fortune",Adjectival Noun
2672,JLPT2,出張,しゅっちょう,,business trip,Verbal Noun
2673,JLPT2,感謝,かんしゃ,,"gratitude, thanks",Verbal Noun
2674,JLPT3,田舎,いなか,,"country, countryside",Noun
2675,JLPT3,講義,こうぎ,,lecture,Verbal Noun
2676,JLPT2,呼吸,こきゅう,,"breathing, respiration",Verbal Noun
2677,JLPT1,自主,じしゅ,,"independence, autonomy",Noun
2678,JLPT2,地面,じめん,,"surface, ground",Noun
2679,JLPT2,上旬,じょうじゅん,,beginning of the month,Noun
2680,JLPT0,知り合う,しりあう,,get acquainted with,Verb
2681,JLPT2,兼ねる,かねる,,"serve two functions, combine",Verb
2682,JLPT2,帰宅,きたく,,return home,Verbal Noun
2683,JLPT2,限度,げんど,,"limit, bounds",Noun
2684,JLPT2,高価,こうか,,high-priced,Adjectival Noun
2685,JLPT2,救う,すくう,,"save, relieve",Verb
2686,JLPT0,戦場,せんじょう,,"battlefield, front",Noun
2687,JLPT0,相変わらず,あいかわらず,,"as usual, as before",Adverb
2688,JLPT2,偶然,ぐうぜん,,"chance, accident",Adjectival Noun
2689,JLPT2,実感,じっかん,,"true sense, realization",Verbal Noun
2690,JLPT2,正面,しょうめん,,"front, face",Noun
2691,JLPT1,人民,じんみん,,"the people, populace",Noun
2692,JLPT2,劣る,おとる,,"be inferior to, be worse than",Verb
2693,JLPT2,岩,いわ,,"rock, crag",Noun
2694,JLPT1,古代,こだい,,"ancient times, antiquity",Noun
2695,JLPT1,採算,さいさん,,profit,Noun
2696,JLPT0,車内,しゃない,,inside a vehicle,Noun
2697,JLPT2,演劇,えんげき,,"drama, play",Noun
2698,JLPT2,思わず,おもわず,,"unintentionally, unconsciously",Adverb
2699,JLPT2,活字,かつじ,,printed type,Noun
2700,JLPT2,校舎,こうしゃ,,school building,Noun
2701,JLPT2,収穫,しゅうかく,,"harvest, harvesting",Verbal Noun
2702,JLPT0,戦前,せんぜん,,prewar period,Noun
2703,JLPT1,アンケート,アンケート,,questionnaire,Noun
2704,JLPT0,駅前,えきまえ,,in front of the station,Noun
2705,JLPT1,強制,きょうせい,,"compulsion, force",Verbal Noun
2706,JLPT2,合同,ごうどう,,"combination, joint",Verbal Noun
2707,JLPT2,詩人,しじん,,poet,Noun
2708,JLPT0,出国,しゅっこく,,"departure, emigration",Verbal Noun
2709,JLPT0,少数,しょうすう,,"small number, minority",Noun
2710,JLPT2,職業,しょくぎょう,,"occupation, vocation",Noun
2711,JLPT2,親類,しんるい,,"relatives, kin",Noun
2712,JLPT2,集まり,あつまり,,"gathering, assembly",Noun
2713,JLPT2,板,いた,,"board, plank",Noun
2714,JLPT2,延期,えんき,,"postponement, deferment",Verbal Noun
2715,JLPT2,納める,おさめる,,pay a tax or fee,Verb
2716,JLPT2,才能,さいのう,,"talent, ability",Noun
2717,JLPT2,水面,すいめん,,surface of the water,Noun
2718,JLPT2,スケジュール,スケジュール,,schedule,Noun
2719,JLPT1,制服,せいふく,,uniform,Noun
2720,JLPT2,楽器,がっき,,musical instrument,Noun
2721,JLPT2,砂漠,さばく,,desert,Noun
2722,JLPT2,助手,じょしゅ,,"assistant, helper",Noun
2723,JLPT0,水中,すいちゅう,,"in the water, underwater",Noun
2724,JLPT2,素直,すなお,,"honest, straightforward",Adjective
2725,JLPT2,感想,かんそう,,"thought, impression",Noun
2726,JLPT0,国土,こくど,,"country, territory",Noun
2727,JLPT2,主義,しゅぎ,,"principle, -ism",Noun
2728,JLPT2,救助,きゅうじょ,,"rescue, relief",Verbal Noun
2729,JLPT0,高齢,こうれい,,"advanced age, elderly",Noun
2730,JLPT1,再会,さいかい,,reunion,Verbal Noun
2731,JLPT2,寿命,じゅみょう,,life span,Noun
2732,JLPT3,新聞社,しんぶんしゃ,,newspaper office,Noun
2733,JLPT2,意志,いし,,"will, volition",Noun
2734,JLPT2,疑う,うたがう,,"doubt, be suspicious",Verb
2735,JLPT3,ガソリン,ガソリン,,gasoline,Noun
2736,JLPT1,事柄,ことがら,,"matter, affair",Noun
2737,JLPT2,生存,せいぞん,,"existence, survival",Verbal Noun
2738,JLPT0,戦死,せんし,,death in war,Verbal Noun
2739,JLPT1,カット,かっと,,cut,Verbal Noun
2740,JLPT2,誤解,ごかい,,misunderstanding,Verbal Noun
2741,JLPT2,索引,さくいん,,index,Noun
2742,JLPT4,結構,けっこう,,"all right, no thank you",Adjective
2743,JLPT1,新人,しんじん,,"newcomer, freshman",Noun
2744,JLPT2,市場,いちば,,"market, marketplace",Noun
2745,JLPT1,液,えき,,"liquid, fluid",Noun
2746,JLPT2,気候,きこう,,climate,Noun
2747,JLPT1,込める,こめる,,"put in, concentrate on",Verb
2748,JLPT2,産地,さんち,,production center,Noun
2749,JLPT2,正午,しょうご,,"noon, noontime",Noun
2750,JLPT2,完了,かんりょう,,completion,Verbal Noun
2751,JLPT2,競技,きょうぎ,,"match, sporting event",Verbal Noun
2752,JLPT2,私鉄,してつ,,private railway,Noun
2753,JLPT0,住宅地,じゅうたくち,,residential district,Noun
2754,JLPT1,正常,せいじょう,,"normality, normalcy",Adjectival Noun
2755,JLPT2,お互い,おたがい,,each other,Noun
2756,JLPT2,曲線,きょくせん,,"curve, curved line",Noun
2757,JLPT2,人種,じんしゅ,,race,Noun
2758,JLPT1,水田,すいでん,,"paddy field, rice field",Noun
2759,JLPT0,曖昧,あいまい,,"ambiguous, vague",Adjective
2760,JLPT1,運命,うんめい,,"fate, fortune",Noun
2761,JLPT2,苦情,くじょう,,"complaint, grievance",Noun
2762,JLPT1,言論,げんろん,,"speech, discussion",Noun
2763,JLPT4,背広,せびろ,,business suit,Noun
2764,JLPT2,現れる,あらわれる,,"appear, emerge",Verb
2765,JLPT0,打ち上げる,うちあげる,,shoot up,Verb
2766,JLPT1,権威,けんい,,"authority, power",Noun
2767,JLPT2,科目,かもく,,subject,Noun
2768,JLPT0,求人,きゅうじん,,recruiting,Verbal Noun
2769,JLPT1,経歴,けいれき,,"personal history, resume",Noun
2770,JLPT1,出産,しゅっさん,,"birth, delivery",Verbal Noun
2771,JLPT2,垂直,すいちょく,,"vertical, perpendicular",Adjectival Noun
2772,JLPT2,スター,スター,,star,Noun
2773,JLPT0,一員,いちいん,,member,Noun
2774,JLPT1,一面,いちめん,,whole surface,Noun
2775,JLPT2,刻む,きざむ,,cut fine,Verb
2776,JLPT2,系統,けいとう,,"system, lineage",Noun
2777,JLPT0,知れる,しれる,,"become known, be found out",Verb
2778,JLPT2,心理,しんり,,"mental state, psychology",Noun
2779,JLPT1,情熱,じょうねつ,,"passion, enthusiasm",Noun
2780,JLPT1,鮮やか,あざやか,,vivid,Adjective
2781,JLPT3,明日,あす,,tomorrow,Noun
2782,JLPT1,カメラマン,カメラマン,,"photographer, cameraman",Noun
2783,JLPT2,級,きゅう,,"grade, class",Noun
2784,JLPT1,洪水,こうずい,,"flood, inundation",Noun
2785,JLPT0,最悪,さいあく,,the worst,Adjectival Noun
2786,JLPT2,更に,さらに,,"furthermore, still more",Adverb
2787,JLPT1,市場,しじょう,,"market, exchange",Noun
2788,JLPT2,地味,じみ,,"plain, sober",Adjectival Noun
2789,JLPT0,進路,しんろ,,"course, route",Noun
2790,JLPT1,アルコール,アルコール,,"alcohol, alcoholic beverage",Noun
2791,JLPT0,運動会,うんどうかい,,"sports festival, athletic meet",Noun
2792,JLPT2,衛星,えいせい,,"satellite, moon",Noun
2793,JLPT2,演奏,えんそう,,musical performance,Verbal Noun
2794,JLPT2,空中,くうちゅう,,"in the air, in the sky",Noun
2795,JLPT0,刑務所,けいむしょ,,prison,Noun
2796,JLPT2,決心,けっしん,,"determination, resolve",Verbal Noun
2797,JLPT1,個々,ここ,,"individually, one at a time",Noun
2798,JLPT1,親しむ,したしむ,,"get close to, get familiar with",Verb
2799,JLPT3,親切,しんせつ,,kindness,Noun
2800,JLPT2,栄養,えいよう,,"nutrition, nourishment",Noun
2801,JLPT0,大声,おおごえ,,loud voice,Noun
2802,JLPT2,休暇,きゅうか,,"holiday, vacation",Noun
2803,JLPT1,確信,かくしん,,"firm belief, conviction",Verbal Noun
2804,JLPT2,効く,きく,,be effective,Verb
2805,JLPT2,国語,こくご,,"national language, Japanese",Noun
2806,JLPT0,固体,こたい,,"solid, solid matter",Noun
2807,JLPT2,好み,このみ,,"taste, preference",Noun
2808,JLPT2,水平,すいへい,,"horizontal, level",Adjectival Noun
2809,JLPT3,西洋,せいよう,,"the West, the Occident",Noun
2810,JLPT2,祝う,いわう,,"celebrate, congratulate",Verb
2811,JLPT2,刑事,けいじ,,detective,Noun
2812,JLPT2,自慢,じまん,,showing off,Verbal Noun
2813,JLPT0,出版社,しゅっぱんしゃ,,publishing company,Noun
2814,JLPT2,消極的,しょうきょくてき,,"negative, passive",Adjective
2815,JLPT1,植民地,しょくみんち,,"colony, settlement",Noun
2816,JLPT2,女優,じょゆう,,actress,Noun
2817,JLPT2,身長,しんちょう,,"stature, height",Noun
2818,JLPT2,節約,せつやく,,"economizing, saving",Verbal Noun
2819,JLPT2,痛み,いたみ,,"pain, ache",Noun
2820,JLPT2,開会,かいかい,,"opening, start a meeting",Verbal Noun
2821,JLPT2,勘定,かんじょう,,"check, tab",Verbal Noun
2822,JLPT2,漁業,ぎょぎょう,,fishing industry,Noun
2823,JLPT1,固有,こゆう,,"peculiar to, characteristic",Adjectival Noun
2824,JLPT2,札,さつ,,"bill, paper money",Noun
2825,JLPT1,収支,しゅうし,,earnings and expenses,Noun
2826,JLPT1,振動,しんどう,,vibration,Verbal Noun
2827,JLPT0,信念,しんねん,,"belief, conviction",Noun
2828,JLPT2,せめて,せめて,,at least,Adverb
2829,JLPT1,驚き,おどろき,,"surprise, amazement",Noun
2830,JLPT2,学年,がくねん,,"school year, grade",Noun
2831,JLPT1,家計,かけい,,family finances,Noun
2832,JLPT1,管,かん,,"pipe, tube",Noun
2833,JLPT1,気象,きしょう,,weather condition,Noun
2834,JLPT1,議題,ぎだい,,"topic for discussion, agenda",Noun
2835,JLPT1,近郊,きんこう,,"suburbs, outskirts",Noun
2836,JLPT4,結構,けっこう,,quite,Adverb
2837,JLPT2,公平,こうへい,,"impartiality, fairness",Adjectival Noun
2838,JLPT2,混雑,こんざつ,,"confusion, disorder",Verbal Noun
2839,JLPT2,信仰,しんこう,,"faith, religious belief",Verbal Noun
2840,JLPT2,境界,きょうかい,,"boundary, border",Noun
2841,JLPT2,小麦,こむぎ,,wheat,Noun
2842,JLPT0,四方,しほう,,"all directions, far and wide",Noun
2843,JLPT1,上司,じょうし,,boss,Noun
2844,JLPT2,食卓,しょくたく,,dining table,Noun
2845,JLPT0,初日,しょにち,,"first day, opening day",Noun
2846,JLPT2,巣,す,,"nest, den",Noun
2847,JLPT1,推測,すいそく,,"conjecture, guess",Verbal Noun
2848,JLPT2,居間,いま,,living room,Noun
2849,JLPT2,内,うち,,inside,Noun
2850,JLPT1,訴え,うったえ,,"lawsuit, appeal",Noun
2851,JLPT2,方々,かたがた,,people,Noun
2852,JLPT2,仮定,かてい,,"assumption, supposition",Verbal Noun
2853,JLPT1,興奮,こうふん,,"excitement, agitation",Verbal Noun
2854,JLPT2,早速,さっそく,,immediately,Adverb
2855,JLPT2,弱点,じゃくてん,,weak point,Noun
2856,JLPT2,信用,しんよう,,"trust, credit",Verbal Noun
2857,JLPT1,網,あみ,,"net, netting",Noun
2858,JLPT2,家事,かじ,,"housework, domestic duties",Noun
2859,JLPT1,工学,こうがく,,engineering,Noun
2860,JLPT0,仕上げ,しあげ,,"completion, finishing",Verbal Noun
2861,JLPT2,書店,しょてん,,bookstore,Noun
2862,JLPT2,明ける,あける,,to dawn,Verb
2863,JLPT2,家屋,かおく,,"house, building",Noun
2864,JLPT1,欠く,かく,,lack,Verb
2865,JLPT0,学長,がくちょう,,college president,Noun
2866,JLPT2,観察,かんさつ,,"observation, supervision",Verbal Noun
2867,JLPT1,血管,けっかん,,blood vessel,Noun
2868,JLPT1,仕上げる,しあげる,,"finish, complete",Verb
2869,JLPT0,市役所,しやくしょ,,"municipal office, city hall",Noun
2870,JLPT0,上流,じょうりゅう,,upstream,Noun
2871,JLPT1,ストレス,ストレス,,stress,Noun
2872,JLPT2,海洋,かいよう,,"ocean, sea",Noun
2873,JLPT2,コード,コード,,cord,Noun
2874,JLPT2,捜す,さがす,,"look for, search for",Verb
2875,JLPT2,先日,せんじつ,,"the other day, a few days ago",Noun
2876,JLPT0,恐らく,おそらく,,probably,Adverb
2877,JLPT1,学歴,がくれき,,educational history,Noun
2878,JLPT3,承知,しょうち,,"consent, knowledge",Verbal Noun
2879,JLPT2,書類,しょるい,,"documents, papers",Noun
2880,JLPT0,重み,おもみ,,"weight, importance",Noun
2881,JLPT0,開店,かいてん,,"opening of a store, setting up",Verbal Noun
2882,JLPT1,看護,かんご,,nursing,Verbal Noun
2883,JLPT2,儀式,ぎしき,,"ceremony, ritual",Noun
2884,JLPT2,霧,きり,,"fog, mist",Noun
2885,JLPT0,国旗,こっき,,national flag,Noun
2886,JLPT2,古典,こてん,,classics,Noun
2887,JLPT0,自主的,じしゅてき,,"autonomous, voluntary",Adjective
2888,JLPT2,品,しな,,"article, item",Noun
2889,JLPT0,少量,しょうりょう,,small quantity,Noun
2890,JLPT0,当たり前,あたりまえ,,"of course, obvious",Adjectival Noun
2891,JLPT2,荒れる,あれる,,"be wild, run waste",Verb
2892,JLPT2,会計,かいけい,,"account, finance",Noun
2893,JLPT2,感心,かんしん,,admiration,Verbal Noun
2894,JLPT2,看板,かんばん,,"signboard, sign",Noun
2895,JLPT2,瞬間,しゅんかん,,"instant, moment",Noun
2896,JLPT2,順番,じゅんばん,,"order, turn",Noun
2897,JLPT2,奨学金,しょうがくきん,,"scholarship, fellowship",Noun
2898,JLPT1,青春,せいしゅん,,youth,Noun
2899,JLPT2,明かり,あかり,,light,Noun
2900,JLPT1,織物,おりもの,,"cloth, textile",Noun
2901,JLPT0,交わす,かわす,,exchange,Verb
2902,JLPT2,高層,こうそう,,"high altitude, high-rise",Noun
2903,JLPT2,後輩,こうはい,,one's junior,Noun
2904,JLPT1,国交,こっこう,,"diplomatic relations, national friendship",Noun
2905,JLPT0,頻りに,しきりに,,"frequently, repeatedly",Adverb
2906,JLPT2,時速,じそく,,speed per hour,Noun
2907,JLPT2,水素,すいそ,,hydrogen,Noun
2908,JLPT1,整列,せいれつ,,"row, line",Verbal Noun
2909,JLPT2,一度に,いちどに,,"at a time, at once",Adverb
2910,JLPT0,喫煙,きつえん,,smoking,Verbal Noun
2911,JLPT1,健全,けんぜん,,"healthy, sound",Adjective
2912,JLPT2,交際,こうさい,,"association, friendship",Verbal Noun
2913,JLPT0,合理的,ごうりてき,,"rational, logical",Adjective
2914,JLPT3,小鳥,ことり,,small bird,Noun
2915,JLPT2,失望,しつぼう,,"disappointment, loss of hope",Verbal Noun
2916,JLPT0,知り合い,しりあい,,acquaintance,Noun
2917,JLPT2,成人,せいじん,,"adult, grownup",Verbal Noun
2918,JLPT2,祝い,いわい,,"celebration, congratulation",Noun
2919,JLPT2,浮かべる,うかべる,,set afloat,Verb
2920,JLPT1,肝心,かんじん,,"vital, essential",Adjectival Noun
2921,JLPT2,苦心,くしん,,"pains, efforts",Verbal Noun
2922,JLPT0,形式的,けいしきてき,,formal,Adjective
2923,JLPT2,券,けん,,"voucher, ticket",Noun
2924,JLPT2,厳重,げんじゅう,,"strict, secure",Adjective
2925,JLPT1,現像,げんぞう,,developing a film,Verbal Noun
2926,JLPT0,国道,こくどう,,national highway,Noun
2927,JLPT0,市街,しがい,,"the streets, downtown",Noun
2928,JLPT0,消火,しょうか,,fire fighting,Verbal Noun
2929,JLPT2,少々,しょうしょう,,"a little, a few",Noun
2930,JLPT1,衣類,いるい,,"clothes, garments",Noun
2931,JLPT0,キリスト教,きりすときょう,,Christianity,Noun
2932,JLPT1,公立,こうりつ,,public,Noun
2933,JLPT2,語学,ごがく,,language study,Noun
2934,JLPT2,出勤,しゅっきん,,"to go to work, attendance at work",Verbal Noun
2935,JLPT1,新築,しんちく,,new building,Verbal Noun
2936,JLPT2,住まい,すまい,,"dwelling, residence",Noun
2937,JLPT1,惜しむ,おしむ,,"grudge, regret",Verb
2938,JLPT2,学科,がっか,,"subject, department",Noun
2939,JLPT2,学期,がっき,,school term,Noun
2940,JLPT2,筋肉,きんにく,,"muscle, sinews",Noun
2941,JLPT2,険しい,けわしい,,"steep, craggy",Adjective
2942,JLPT2,コーチ,コーチ,,coach,Verbal Noun
2943,JLPT0,資本主義,しほんしゅぎ,,capitalism,Noun
2944,JLPT0,空き地,あきち,,"unoccupied ground, vacant lot",Noun
2945,JLPT1,犯す,おかす,,"offend against, rape",Verb
2946,JLPT3,屋上,おくじょう,,"housetop, roof",Noun
2947,JLPT1,戸籍,こせき,,family register,Noun
2948,JLPT1,差し出す,さしだす,,"submit, stretch out",Verb
2949,JLPT2,ステージ,ステージ,,stage,Noun
2950,JLPT0,アドバイス,アドバイス,,advice,Verbal Noun
2951,JLPT0,アルミニウム,アルミニウム,,aluminum,Noun
2952,JLPT2,オーケストラ,オーケストラ,,"orchestra, orchestral music",Noun
2953,JLPT0,おじさん,おじさん,,"Mister, middle-aged man",Noun
2954,JLPT2,鑑賞,かんしょう,,"viewing, enjoyment (of art)",Verbal Noun
2955,JLPT2,気圧,きあつ,,atmospheric pressure,Noun
2956,JLPT2,狂う,くるう,,"become insane, get out of order",Verb
2957,JLPT0,苦しみ,くるしみ,,"distress, suffering",Noun
2958,JLPT0,後期,こうき,,latter period,Noun
2959,JLPT1,行進,こうしん,,"march, parade",Verbal Noun
2960,JLPT2,コンクール,コンクール,,"contest, competition",Noun
2961,JLPT1,出血,しゅっけつ,,"bleeding, hemorrhage",Verbal Noun
2962,JLPT2,消化,しょうか,,"digestion, consumption",Verbal Noun
2963,JLPT2,横断,おうだん,,"crossing, traversing",Verbal Noun
2964,JLPT2,強引,ごういん,,"overbearing, coercive",Adjective
2965,JLPT2,校庭,こうてい,,"schoolyard, campus",Noun
2966,JLPT1,孤独,こどく,,"solitary, lonely",Adjectival Noun
2967,JLPT1,指揮,しき,,"command, initiative",Verbal Noun
2968,JLPT2,時刻,じこく,,"time, hour",Noun
2969,JLPT2,純粋,じゅんすい,,"pure, unmixed",Adjectival Noun
2970,JLPT1,助詞,じょし,,"particle, postposition",Noun
2971,JLPT0,好奇心,こうきしん,,curiosity,Noun
2972,JLPT2,実習,じっしゅう,,"practice, training",Verbal Noun
2973,JLPT2,渋滞,じゅうたい,,"delay, traffic jam",Verbal Noun
2974,JLPT0,種目,しゅもく,,"item, event",Noun
2975,JLPT2,商売,しょうばい,,"trade, business",Verbal Noun
2976,JLPT2,親友,しんゆう,,close friend,Noun
2977,JLPT2,専攻,せんこう,,"major, specialization",Verbal Noun
2978,JLPT1,アマチュア,アマチュア,,amateur,Noun
2979,JLPT1,生かす,いかす,,"take advantage of, make use of",Verb
2980,JLPT0,片手,かたて,,one hand,Noun
2981,JLPT2,きつい,きつい,,"severe, hard, strict",Adjective
2982,JLPT1,コーナー,コーナー,,corner,Noun
2983,JLPT1,根本,こんぽん,,"basis, root",Noun
2984,JLPT2,知らせ,しらせ,,"information, notice",Noun
2985,JLPT1,素早い,すばやい,,"nimble, quick",Adjective
2986,JLPT2,澄む,すむ,,"clear, become clear",Verb
2987,JLPT0,前期,ぜんき,,"previous term, last semester",Noun
2988,JLPT0,悪質,あくしつ,,"bad, malignant",Adjectival Noun
2989,JLPT2,荒い,あらい,,"wild, reckless",Adjective
2990,JLPT2,受け持つ,うけもつ,,have charge of,Verb
2991,JLPT1,打ち込む,うちこむ,,devote oneself,Verb
